# one row a sampled receiver. dis: bit a*4+e is SET when the bins and the
# reference cast answered that sun position differently. azimuths 120 240, elevations 5 15 30 60
x,y,z,dis,varies
24464,-33456,123.625,4,1
26640,-33456,93,4,1
28816,-33456,538.125,32,1
30992,-33456,602.25,128,1
16272,-33488,759.625,0,1
18448,-33488,638.75,8,1
20624,-33488,666.375,0,1
22800,-33488,177.75,0,1
24976,-33488,153.125,0,1
27152,-33488,213,0,1
29328,-33488,531,32,1
31504,-33488,576,0,1
16784,-33520,735.875,0,1
18960,-33520,701.875,0,1
21136,-33520,644.125,0,1
23312,-33520,99.75,0,1
25488,-33520,155.25,68,1
27664,-33520,487,0,1
29840,-33520,609.25,0,1
32016,-33520,576,32,1
17296,-33552,761.875,0,1
19472,-33552,701,0,1
21648,-33552,574.875,0,1
23824,-33552,133.875,4,1
26000,-33552,150.875,0,1
28176,-33552,540.25,32,1
30352,-33552,593.75,0,1
32528,-33552,585.75,0,1
17808,-33584,746,0,1
19984,-33584,715.75,0,0
22160,-33584,365.75,0,1
24336,-33584,155.375,4,1
26512,-33584,88,4,1
28688,-33584,554,32,1
30864,-33584,583,128,1
16144,-33616,741.75,0,1
18320,-33616,667.375,128,1
20496,-33616,689,0,0
22672,-33616,202.375,0,1
24848,-33616,171.75,0,1
27024,-33616,176,0,1
29200,-33616,519.125,0,1
31376,-33616,576,64,1
16656,-33648,750,0,1
18832,-33648,711,0,1
21008,-33648,657.5,0,0
23184,-33648,115.5,0,1
25360,-33648,160.875,64,1
27536,-33648,454.375,0,1
29712,-33648,600.125,0,1
31888,-33648,576,32,1
17168,-33680,768,8,1
19344,-33680,704,0,1
21520,-33680,570,0,1
23696,-33680,159.125,4,1
25872,-33680,168.75,4,1
28048,-33680,556,4,1
30224,-33680,599.875,0,1
32400,-33680,576,0,1
17680,-33712,751.625,136,1
19856,-33712,713.75,0,0
22032,-33712,388.375,0,1
24208,-33712,195.375,4,1
26384,-33712,107.625,128,1
28560,-33712,565.625,32,1
30736,-33712,584,130,1
32912,-33712,569,0,1
18192,-33744,714,0,1
20368,-33744,690.375,0,0
22544,-33744,224,0,1
24720,-33744,180.5,4,1
26896,-33744,147.625,0,1
29072,-33744,553.625,8,1
31248,-33744,581.25,64,1
16528,-33776,770.875,64,1
18704,-33776,690,0,1
20880,-33776,674.375,0,0
23056,-33776,132.125,0,1
25232,-33776,177.25,64,1
27408,-33776,415.25,0,1
29584,-33776,592,0,1
31760,-33776,576,36,1
17040,-33808,766.875,128,1
19216,-33808,709,0,1
21392,-33808,554.25,0,1
23568,-33808,170.25,4,1
25744,-33808,182.125,0,1
27920,-33808,591.375,0,1
30096,-33808,614,0,1
32272,-33808,576,64,1
17552,-33840,755,0,1
19728,-33840,708.375,0,0
21904,-33840,415.125,0,0
24080,-33840,232,4,1
26256,-33840,130.375,0,1
28432,-33840,582,32,1
30608,-33840,587,2,1
32784,-33840,572.75,0,1
18064,-33872,735.375,0,1
20240,-33872,690.875,0,0
22416,-33872,242.625,0,1
24592,-33872,195,0,1
26768,-33872,130.625,0,1
28944,-33872,590.75,32,1
31120,-33872,576,2,1
16400,-33904,781,0,1
18576,-33904,672.125,0,1
20752,-33904,692.75,0,0
22928,-33904,145.125,128,1
25104,-33904,188,64,1
27280,-33904,372.375,0,1
29456,-33904,592.75,0,1
31632,-33904,576,0,1
16912,-33936,771.75,0,1
19088,-33936,722,0,1
21264,-33936,548.375,0,1
23440,-33936,172.125,4,1
25616,-33936,187.125,64,1
27792,-33936,613,32,1
29968,-33936,624,0,1
32144,-33936,576,64,1
17424,-33968,749,0,1
19600,-33968,709.625,0,1
21776,-33968,441.375,0,1
23952,-33968,237.5,0,1
26128,-33968,146.375,0,1
28304,-33968,600.625,0,1
30480,-33968,592,132,1
32656,-33968,572.75,0,1
17936,-34000,739.375,0,1
20112,-34000,689.25,0,0
22288,-34000,257.625,0,1
24464,-34000,216.625,0,1
26640,-34000,136.25,0,1
28816,-34000,592.625,36,1
30992,-34000,576,2,1
16272,-34032,769.625,0,1
18448,-34032,680.125,8,1
20624,-34032,705.875,0,0
22800,-34032,156.875,0,1
24976,-34032,197.5,64,1
27152,-34032,347,64,1
29328,-34032,582.125,8,1
31504,-34032,576,2,1
16784,-34064,790.125,0,1
18960,-34064,728,0,1
21136,-34064,557,0,1
23312,-34064,198.625,0,1
25488,-34064,167.25,64,1
27664,-34064,577.75,0,1
29840,-34064,630.75,0,1
32016,-34064,577.875,0,1
17296,-34096,741,0,1
19472,-34096,718.25,0,1
21648,-34096,475.625,0,1
23824,-34096,240,0,1
26000,-34096,165.375,0,1
28176,-34096,627.625,32,1
30352,-34096,595,4,1
32528,-34096,575.375,0,1
17808,-34128,746.375,0,1
19984,-34128,699,0,0
22160,-34128,277,0,1
24336,-34128,232,4,1
26512,-34128,146.25,0,1
28688,-34128,596,32,1
30864,-34128,576,0,1
16144,-34160,745.875,0,1
18320,-34160,724,8,1
20496,-34160,701,0,0
22672,-34160,164.875,0,1
24848,-34160,217.25,0,1
27024,-34160,335.5,0,1
29200,-34160,584.75,0,1
31376,-34160,577.125,0,1
16656,-34192,798.125,0,1
18832,-34192,728.125,0,1
21008,-34192,591.125,0,1
23184,-34192,213,0,1
25360,-34192,164.25,64,1
27536,-34192,527.625,0,1
29712,-34192,651.875,0,1
31888,-34192,593.875,0,1
17168,-34224,756.625,0,1
19344,-34224,730.625,128,1
21520,-34224,491.625,0,1
23696,-34224,246.625,0,1
25872,-34224,167.625,0,1
28048,-34224,644.75,32,1
30224,-34224,596,4,1
32400,-34224,580.375,0,1
17680,-34256,738.375,0,1
19856,-34256,710.625,0,0
22032,-34256,339.875,0,1
24208,-34256,238.625,0,1
26384,-34256,151,0,1
28560,-34256,612,32,1
30736,-34256,576,4,1
32912,-34256,621.75,0,1
18192,-34288,745.875,0,1
20368,-34288,697.875,0,0
22544,-34288,171.75,0,1
24720,-34288,229.125,0,1
26896,-34288,323.875,0,1
29072,-34288,577.875,64,1
31248,-34288,585.875,0,1
16528,-34320,800,0,1
18704,-34320,714.75,128,1
20880,-34320,622.125,0,0
23056,-34320,228.5,0,1
25232,-34320,174.75,64,1
27408,-34320,511,64,1
29584,-34320,649.875,0,1
31760,-34320,593.875,0,1
17040,-34352,778.375,0,1
19216,-34352,743,0,1
21392,-34352,499.75,0,1
23568,-34352,271.25,0,1
25744,-34352,174.625,0,1
27920,-34352,627.375,32,1
30096,-34352,606,0,1
32272,-34352,580.375,0,1
17552,-34384,739.625,0,1
19728,-34384,724,0,0
21904,-34384,398,0,1
24080,-34384,269,0,1
26256,-34384,162.25,0,1
28432,-34384,628,64,1
30608,-34384,577.625,0,1
32784,-34384,621.375,0,1
18064,-34416,751.875,0,1
20240,-34416,697.125,0,0
22416,-34416,176.25,0,1
24592,-34416,268,0,1
26768,-34416,294.375,128,1
28944,-34416,586.875,68,1
31120,-34416,582.875,0,1
16400,-34448,800,0,1
18576,-34448,714,0,1
20752,-34448,642.5,0,0
22928,-34448,207,0,1
25104,-34448,204.125,64,1
27280,-34448,506.75,0,1
29456,-34448,639.875,64,1
31632,-34448,577.875,0,1
16912,-34480,787,0,1
19088,-34480,743.625,0,1
21264,-34480,501.125,0,1
23440,-34480,278.5,0,1
25616,-34480,190.625,0,1
27792,-34480,617.375,32,1
29968,-34480,622,64,1
32144,-34480,580.375,0,1
17424,-34512,747,0,0
19600,-34512,733,0,1
21776,-34512,448.75,0,0
23952,-34512,313.625,0,1
26128,-34512,169.625,0,1
28304,-34512,640.625,0,1
30480,-34512,581.625,8,1
32656,-34512,626.125,0,1
17936,-34544,758.125,0,1
20112,-34544,710,0,0
22288,-34544,222.125,0,1
24464,-34544,306,0,1
26640,-34544,272.5,0,1
28816,-34544,607.875,0,1
30992,-34544,576,8,1
16272,-34576,791.75,0,1
18448,-34576,724.125,8,1
20624,-34576,646.625,0,0
22800,-34576,172.625,128,1
24976,-34576,223.875,0,1
27152,-34576,521.625,0,1
29328,-34576,601.75,0,1
31504,-34576,579.375,0,1
16784,-34608,799.375,0,1
18960,-34608,744,0,1
21136,-34608,494.5,0,1
23312,-34608,292.25,0,1
25488,-34608,203,8,1
27664,-34608,621.625,32,1
29840,-34608,622.375,64,1
32016,-34608,576,128,1
17296,-34640,765.25,0,1
19472,-34640,740.25,0,1
21648,-34640,476.75,0,1
23824,-34640,361,0,1
26000,-34640,177,0,1
28176,-34640,641,0,1
30352,-34640,576,0,1
32528,-34640,622.375,4,1
17808,-34672,762.25,0,1
19984,-34672,719.25,0,0
22160,-34672,279,0,1
24336,-34672,348.375,4,1
26512,-34672,278.875,0,1
28688,-34672,626.875,0,1
30864,-34672,580.875,0,1
16144,-34704,783.75,0,1
18320,-34704,745,0,1
20496,-34704,660.25,0,0
22672,-34704,154,0,1
24848,-34704,250.25,0,1
27024,-34704,534,0,1
29200,-34704,579,0,1
31376,-34704,576,0,1
16656,-34736,800,128,1
18832,-34736,744,0,1
21008,-34736,483.5,0,0
23184,-34736,260.25,0,1
25360,-34736,202.25,0,1
27536,-34736,620.25,32,1
29712,-34736,610.375,0,1
31888,-34736,596.125,0,1
17168,-34768,800,0,1
19344,-34768,766.75,0,1
21520,-34768,486.5,0,1
23696,-34768,328.5,0,1
25872,-34768,193.25,0,1
28048,-34768,647.375,128,1
30224,-34768,585.625,64,1
32400,-34768,629.375,0,1
17680,-34800,772.625,0,1
19856,-34800,740,0,0
22032,-34800,317.875,0,1
24208,-34800,366,4,1
26384,-34800,264.5,0,1
28560,-34800,644.875,0,1
30736,-34800,584,0,1
32912,-34800,636,64,1
18192,-34832,761.875,0,1
20368,-34832,657,0,0
22544,-34832,126.25,0,1
24720,-34832,281.875,0,1
26896,-34832,522.25,0,0
29072,-34832,593.125,0,1
31248,-34832,576,0,1
16528,-34864,795.625,0,1
18704,-34864,740.625,0,1
20880,-34864,462.75,0,0
23056,-34864,238.375,0,1
25232,-34864,219.375,64,1
27408,-34864,608.25,8,1
29584,-34864,599.625,0,1
31760,-34864,599.375,0,1
17040,-34896,800,0,1
19216,-34896,783,0,1
21392,-34896,490.5,0,1
23568,-34896,306.625,0,1
25744,-34896,223.25,64,1
27920,-34896,655.25,0,1
30096,-34896,596.375,64,1
32272,-34896,633.25,0,1
17552,-34928,796.875,0,1
19728,-34928,758.125,0,0
21904,-34928,343.875,0,1
24080,-34928,346.125,0,1
26256,-34928,275,0,1
28432,-34928,647.25,128,1
30608,-34928,585.125,0,1
32784,-34928,613,64,1
18064,-34960,768,0,1
20240,-34960,650.75,0,0
22416,-34960,130.625,0,1
24592,-34960,291.875,0,1
26768,-34960,507.25,0,1
28944,-34960,604.875,0,1
31120,-34960,579.125,0,1
16400,-34992,840.5,128,1
18576,-34992,743,128,1
20752,-34992,445,0,0
22928,-34992,193.5,128,1
25104,-34992,219.5,64,1
27280,-34992,598,72,1
29456,-34992,596.625,0,1
31632,-34992,607.375,0,1
16912,-35024,802.625,128,1
19088,-35024,771.375,64,1
21264,-35024,479.125,0,1
23440,-35024,290,0,1
25616,-35024,235.625,0,1
27792,-35024,641.625,0,1
29968,-35024,595,8,1
32144,-35024,641.875,0,1
17424,-35056,800,0,1
19600,-35056,749.5,0,1
21776,-35056,355,0,1
23952,-35056,326.875,0,1
26128,-35056,284.875,0,1
28304,-35056,668.75,2,1
30480,-35056,590.125,0,1
32656,-35056,608.75,0,1
17936,-35088,779.75,0,1
20112,-35088,635.125,0,0
22288,-35088,168.125,0,1
24464,-35088,277.75,4,1
26640,-35088,488.875,0,0
28816,-35088,621,128,1
30992,-35088,576,0,1
16272,-35120,855,128,1
18448,-35120,747,8,1
20624,-35120,433.75,0,0
22800,-35120,161,128,1
24976,-35120,203.875,0,1
27152,-35120,602.625,64,1
29328,-35120,599,0,1
31504,-35120,614,0,1
16784,-35152,825.125,0,1
18960,-35152,757,0,1
21136,-35152,455,0,0
23312,-35152,262.5,0,1
25488,-35152,241.875,64,1
27664,-35152,631,128,1
29840,-35152,600.375,0,1
32016,-35152,649.625,0,1
17296,-35184,800,0,1
19472,-35184,741.5,0,1
21648,-35184,363.75,0,1
23824,-35184,301.25,0,1
26000,-35184,282,0,1
28176,-35184,678.875,0,1
30352,-35184,590.875,0,1
32528,-35184,603.75,4,1
17808,-35216,795.75,0,1
19984,-35216,621,0,0
22160,-35216,204.25,0,1
24336,-35216,276,4,1
26512,-35216,486.625,0,0
28688,-35216,635,0,1
30864,-35216,587.125,0,1
16144,-35248,844.625,0,1
18320,-35248,755,8,1
20496,-35248,407.75,0,0
22672,-35248,128.75,0,1
24848,-35248,227.875,0,1
27024,-35248,608,0,1
29200,-35248,609.625,0,1
31376,-35248,622.625,0,1
16656,-35280,885.75,0,1
18832,-35280,750,0,1
21008,-35280,418,0,0
23184,-35280,214,0,1
25360,-35280,212.5,64,1
27536,-35280,614,128,1
29712,-35280,608,0,1
31888,-35280,649.875,0,1
17168,-35312,811.25,0,1
19344,-35312,739.125,0,1
21520,-35312,361.5,0,1
23696,-35312,268.375,0,1
25872,-35312,269,0,1
28048,-35312,670.875,0,1
30224,-35312,585.125,72,1
32400,-35312,618,0,1
17680,-35344,805,0,1
19856,-35344,627.125,0,0
22032,-35344,224.125,0,1
24208,-35344,263.875,4,1
26384,-35344,496.625,8,1
28560,-35344,662.125,0,1
30736,-35344,600.125,0,1
32912,-35344,642.75,64,1
18192,-35376,766,0,1
20368,-35376,387.375,0,0
22544,-35376,113.625,0,1
24720,-35376,227.375,0,1
26896,-35376,611,0,1
29072,-35376,626.375,0,1
31248,-35376,623.25,4,1
16528,-35408,889,0,1
18704,-35408,749.625,0,1
20880,-35408,380.75,0,0
23056,-35408,184.875,0,1
25232,-35408,212.875,64,1
27408,-35408,616,0,1
29584,-35408,611.625,0,1
31760,-35408,657.25,0,1
17040,-35440,887.875,0,1
19216,-35440,736,0,1
21392,-35440,341,0,1
23568,-35440,243.375,0,1
25744,-35440,262.875,0,1
27920,-35440,659.875,0,1
30096,-35440,598,8,1
32272,-35440,646.125,68,1
17552,-35472,818.625,0,1
19728,-35472,623.125,0,0
21904,-35472,250,0,1
24080,-35472,260.25,0,1
26256,-35472,491.875,0,0
28432,-35472,673.875,0,1
30608,-35472,612,64,1
32784,-35472,640.5,64,1
18064,-35504,771.625,8,1
20240,-35504,408.75,0,0
22416,-35504,148.375,0,1
24592,-35504,236.875,4,1
26768,-35504,612,0,1
28944,-35504,632,0,1
31120,-35504,631.375,0,1
16400,-35536,885.375,4,1
18576,-35536,746.625,0,1
20752,-35536,338.75,0,0
22928,-35536,143.375,132,1
25104,-35536,228.5,64,1
27280,-35536,627.75,128,1
29456,-35536,616.625,0,1
31632,-35536,644.625,64,1
16912,-35568,907.25,128,1
19088,-35568,736,0,1
21264,-35568,325.875,0,1
23440,-35568,234.875,0,1
25616,-35568,250.75,0,1
27792,-35568,644.25,0,1
29968,-35568,611,0,1
32144,-35568,671.625,64,1
17424,-35600,859.25,0,1
19600,-35600,582.875,0,0
21776,-35600,263,0,1
23952,-35600,263,0,1
26128,-35600,460.875,136,0
28304,-35600,684.25,0,1
30480,-35600,615,0,1
32656,-35600,632.875,64,1
17936,-35632,779.75,0,1
20112,-35632,415.625,0,0
22288,-35632,180,0,1
24464,-35632,245.125,64,1
26640,-35632,610.25,0,1
28816,-35632,645.375,0,1
30992,-35632,639,4,1
16272,-35664,889.625,8,1
18448,-35664,744,0,1
20624,-35664,329.375,0,0
22800,-35664,136.375,4,1
24976,-35664,246.125,64,1
27152,-35664,634.625,128,1
29328,-35664,616.625,0,1
31504,-35664,646.125,0,1
16784,-35696,939,8,1
18960,-35696,736.375,128,1
21136,-35696,290.125,0,0
23312,-35696,233,0,1
25488,-35696,227.5,72,1
27664,-35696,657,0,1
29840,-35696,619,64,1
32016,-35696,688.5,64,1
17296,-35728,879.875,0,1
19472,-35728,547.75,0,1
21648,-35728,251.875,0,0
23824,-35728,253.5,4,1
26000,-35728,403.875,0,0
28176,-35728,662,0,1
30352,-35728,616.125,0,1
32528,-35728,643.875,0,1
17808,-35760,793,0,1
19984,-35760,404.75,0,0
22160,-35760,216.375,0,1
24336,-35760,251,64,1
26512,-35760,612.625,64,1
28688,-35760,656.375,0,1
30864,-35760,646.625,0,1
16144,-35792,901,0,1
18320,-35792,747,0,1
20496,-35792,332,0,0
22672,-35792,164,4,1
24848,-35792,265.875,64,1
27024,-35792,623.625,128,1
29200,-35792,619,0,1
31376,-35792,685,64,1
16656,-35824,929.375,4,1
18832,-35824,754.25,0,1
21008,-35824,269,0,0
23184,-35824,205,0,1
25360,-35824,233.625,0,1
27536,-35824,678.75,0,1
29712,-35824,624,4,1
31888,-35824,681.75,0,1
17168,-35856,906,0,1
19344,-35856,570.875,0,1
21520,-35856,242,0,1
23696,-35856,260,0,1
25872,-35856,353.625,64,1
28048,-35856,645,0,1
30224,-35856,621,0,1
32400,-35856,667.875,0,1
17680,-35888,814.375,0,1
19856,-35888,401.125,0,0
22032,-35888,223,0,1
24208,-35888,254.625,0,1
26384,-35888,612,0,1
28560,-35888,639.375,0,1
30736,-35888,640.625,0,1
32912,-35888,640,0,1
18192,-35920,755.375,0,1
20368,-35920,335.625,0,0
22544,-35920,197.375,0,1
24720,-35920,259,64,1
26896,-35920,629.625,0,1
29072,-35920,633,0,1
31248,-35920,663.75,0,1
16528,-35952,929,0,1
18704,-35952,762.375,0,1
20880,-35952,265.875,0,0
23056,-35952,204.125,0,1
25232,-35952,239.375,0,1
27408,-35952,676.25,0,1
29584,-35952,627,64,1
31760,-35952,644.25,0,1
17040,-35984,938,0,1
19216,-35984,577.125,0,1
21392,-35984,238,0,1
23568,-35984,258.5,0,1
25744,-35984,375.875,0,1
27920,-35984,657.125,0,1
30096,-35984,627.125,0,1
32272,-35984,639.875,0,1
17552,-36016,840,0,1
19728,-36016,390.25,0,0
21904,-36016,210.375,0,0
24080,-36016,290.625,0,1
26256,-36016,613.125,0,1
28432,-36016,654.125,0,1
30608,-36016,664,64,1
32784,-36016,664.375,128,1
18064,-36048,768,0,1
20240,-36048,341,0,0
22416,-36048,233.625,0,1
24592,-36048,255.5,0,1
26768,-36048,625.25,128,1
28944,-36048,649.375,0,1
31120,-36048,652,0,1
16400,-36080,954.875,0,1
18576,-36080,770.25,0,1
20752,-36080,268.875,0,0
22928,-36080,223.875,0,1
25104,-36080,237.75,8,1
27280,-36080,667.25,0,1
29456,-36080,627.125,64,1
31632,-36080,642,136,1
16912,-36112,942,4,1
19088,-36112,586.25,0,1
21264,-36112,240,0,1
23440,-36112,245,4,1
25616,-36112,432.75,0,1
27792,-36112,672,0,1
29968,-36112,629,0,1
32144,-36112,646.125,128,1
17424,-36144,872.375,8,1
19600,-36144,401.75,0,1
21776,-36144,230,0,0
23952,-36144,261.375,0,1
26128,-36144,620,0,1
28304,-36144,662,0,1
30480,-36144,678.625,64,1
32656,-36144,680.875,0,1
17936,-36176,772,0,1
20112,-36176,349,0,0
22288,-36176,268.375,0,1
24464,-36176,260.625,0,1
26640,-36176,623.25,128,1
28816,-36176,651.375,0,1
30992,-36176,672.25,128,1
16272,-36208,972.125,0,1
18448,-36208,780.625,0,1
20624,-36208,276.875,0,0
22800,-36208,244.75,0,1
24976,-36208,233.75,0,1
27152,-36208,647,0,1
29328,-36208,627,0,1
31504,-36208,630.125,8,1
16784,-36240,951,4,1
18960,-36240,602.875,0,1
21136,-36240,243,0,1
23312,-36240,248.75,0,1
25488,-36240,474.75,0,1
27664,-36240,685.75,0,0
29840,-36240,632,4,1
32016,-36240,641.125,0,1
17296,-36272,888.375,0,1
19472,-36272,429.625,0,1
21648,-36272,239,0,0
23824,-36272,257.875,0,1
26000,-36272,626.5,0,1
28176,-36272,669.375,0,1
30352,-36272,693.25,64,1
32528,-36272,702.625,0,1
17808,-36304,799.25,0,1
19984,-36304,357,0,0
22160,-36304,274.375,0,1
24336,-36304,237.25,0,1
26512,-36304,624.375,0,1
28688,-36304,648,0,1
30864,-36304,685.875,0,1
16144,-36336,994.875,0,1
18320,-36336,799.25,0,1
20496,-36336,286,0,0
22672,-36336,263.875,128,1
24848,-36336,246.375,128,1
27024,-36336,641.375,0,1
29200,-36336,620.375,64,1
31376,-36336,636.875,0,1
16656,-36368,966.75,0,1
18832,-36368,632.875,0,1
21008,-36368,249.875,0,0
23184,-36368,261.625,0,1
25360,-36368,474.875,8,1
27536,-36368,723.625,0,0
29712,-36368,632.125,4,1
31888,-36368,616.375,128,1
17168,-36400,891.375,0,1
19344,-36400,464.125,0,1
21520,-36400,240,0,1
23696,-36400,241.375,0,1
25872,-36400,635.5,128,1
28048,-36400,661.375,0,1
30224,-36400,671.875,0,1
32400,-36400,670.375,0,1
17680,-36432,836,8,1
19856,-36432,366,0,0
22032,-36432,266,0,1
24208,-36432,236.625,0,1
26384,-36432,635.625,128,1
28560,-36432,637.625,0,1
30736,-36432,655.625,0,1
32912,-36432,650.875,0,1
18192,-36464,802.375,0,1
20368,-36464,299,0,0
22544,-36464,284,0,1
24720,-36464,242.5,0,1
26896,-36464,670.125,0,1
29072,-36464,609.25,0,1
31248,-36464,641.125,0,1
16528,-36496,976,4,1
18704,-36496,693.5,0,1
